week_of_year,year,artist_name,publisher_affiliation,pro_affiliation,weekly_streams,weekly_airplays,avg_weekly_followers,avg_weekly_engagement_rate,avg_weekly_video_views,stream_growth_rate,airplay_growth_rate,composite_growth_score
32,2024,Artist_3,Universal,SACM,764029,0.0,0.0,0.0,0.0,0.0317452172186879,0.0,0.01587260860934395
33,2024,Artist_3,Sony,BMI,2532092,0.0,3134668.0,0.0913934318817003,4828912.833333333,2.314130746346016,0.0,1.1844834027375182
33,2024,Artist_3,Sony,SACM,2532092,0.0,3134668.0,0.0913934318817003,4828912.833333333,2.314130746346016,0.0,1.1844834027375182
33,2024,Artist_3,Universal,ASCAP,2532092,0.0,3134668.0,0.0913934318817003,4828912.833333333,2.314130746346016,0.0,1.1844834027375182
33,2024,Artist_3,Universal,SACM,2532092,0.0,3134668.0,0.0913934318817003,4828912.833333333,2.314130746346016,0.0,1.1844834027375182
33,2024,Artist_3,Sony,BMI,2481799,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.019862232493922,0.0,0.017486913317549087
33,2024,Artist_3,Sony,SACM,2481799,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.019862232493922,0.0,0.017486913317549087
33,2024,Artist_3,Universal,ASCAP,2481799,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.019862232493922,0.0,0.017486913317549087
33,2024,Artist_3,Universal,SACM,2481799,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.019862232493922,0.0,0.017486913317549087
33,2024,Artist_3,Sony,BMI,2671657,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0765001517044692,0.0,0.06566810541674468
33,2024,Artist_3,Sony,SACM,2671657,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0765001517044692,0.0,0.06566810541674468
33,2024,Artist_3,Universal,ASCAP,2671657,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0765001517044692,0.0,0.06566810541674468
33,2024,Artist_3,Universal,SACM,2671657,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0765001517044692,0.0,0.06566810541674468
33,2024,Artist_3,Sony,BMI,2473348,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.0742269685068105,0.0,-0.009695454688895162
33,2024,Artist_3,Sony,SACM,2473348,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.0742269685068105,0.0,-0.009695454688895162
33,2024,Artist_3,Universal,ASCAP,2473348,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.0742269685068105,0.0,-0.009695454688895162
33,2024,Artist_3,Universal,SACM,2473348,0.0,3134668.0,0.0913934318817003,4828912.833333333,-0.0742269685068105,0.0,-0.009695454688895162
33,2024,Artist_3,Sony,BMI,2528555,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0223207571275857,0.0,0.03857840812830294
33,2024,Artist_3,Sony,SACM,2528555,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0223207571275857,0.0,0.03857840812830294
33,2024,Artist_3,Universal,ASCAP,2528555,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0223207571275857,0.0,0.03857840812830294
33,2024,Artist_3,Universal,SACM,2528555,0.0,3134668.0,0.0913934318817003,4828912.833333333,0.0223207571275857,0.0,0.03857840812830294
34,2024,Artist_3,Sony,BMI,2785538,0.0,2979250.75,0.0765482832061586,6459907.75,0.1016323552384662,0.0,0.07378066258108068
34,2024,Artist_3,Sony,SACM,2785538,0.0,2979250.75,0.0765482832061586,6459907.75,0.1016323552384662,0.0,0.07378066258108068
34,2024,Artist_3,Universal,ASCAP,2785538,0.0,2979250.75,0.0765482832061586,6459907.75,0.1016323552384662,0.0,0.07378066258108068
34,2024,Artist_3,Universal,SACM,2785538,0.0,2979250.75,0.0765482832061586,6459907.75,0.1016323552384662,0.0,0.07378066258108068
34,2024,Artist_3,Sony,BMI,2468450,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1138336651662982,0.0,-0.03395234762130152
34,2024,Artist_3,Sony,SACM,2468450,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1138336651662982,0.0,-0.03395234762130152
34,2024,Artist_3,Universal,ASCAP,2468450,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1138336651662982,0.0,-0.03395234762130152
34,2024,Artist_3,Universal,SACM,2468450,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1138336651662982,0.0,-0.03395234762130152
34,2024,Artist_3,Sony,BMI,2831001,0.0,2979250.75,0.0765482832061586,6459907.75,0.1468739492394012,0.0,0.09640145958154818
34,2024,Artist_3,Sony,SACM,2831001,0.0,2979250.75,0.0765482832061586,6459907.75,0.1468739492394012,0.0,0.09640145958154818
34,2024,Artist_3,Universal,ASCAP,2831001,0.0,2979250.75,0.0765482832061586,6459907.75,0.1468739492394012,0.0,0.09640145958154818
34,2024,Artist_3,Universal,SACM,2831001,0.0,2979250.75,0.0765482832061586,6459907.75,0.1468739492394012,0.0,0.09640145958154818
34,2024,Artist_3,Sony,BMI,2424887,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1434524396141153,0.0,-0.04876173484521007
34,2024,Artist_3,Sony,SACM,2424887,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1434524396141153,0.0,-0.04876173484521007
34,2024,Artist_3,Universal,ASCAP,2424887,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1434524396141153,0.0,-0.04876173484521007
34,2024,Artist_3,Universal,SACM,2424887,0.0,2979250.75,0.0765482832061586,6459907.75,-0.1434524396141153,0.0,-0.04876173484521007
34,2024,Artist_3,Sony,BMI,2468639,0.0,2979250.75,0.0765482832061586,6459907.75,0.0180429026177302,0.0,0.03198593627071268
34,2024,Artist_3,Sony,SACM,2468639,0.0,2979250.75,0.0765482832061586,6459907.75,0.0180429026177302,0.0,0.03198593627071268
34,2024,Artist_3,Universal,ASCAP,2468639,0.0,2979250.75,0.0765482832061586,6459907.75,0.0180429026177302,0.0,0.03198593627071268
34,2024,Artist_3,Universal,SACM,2468639,0.0,2979250.75,0.0765482832061586,6459907.75,0.0180429026177302,0.0,0.03198593627071268
35,2024,Artist_3,Sony,BMI,2627331,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.0642831941000689,0.0,0.06232366709379146
35,2024,Artist_3,Sony,SACM,2627331,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.0642831941000689,0.0,0.06232366709379146
35,2024,Artist_3,Universal,ASCAP,2627331,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.0642831941000689,0.0,0.06232366709379146
35,2024,Artist_3,Universal,SACM,2627331,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.0642831941000689,0.0,0.06232366709379146
35,2024,Artist_3,Sony,BMI,2076537,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2096401252830343,0.0,-0.07463799259776013
35,2024,Artist_3,Sony,SACM,2076537,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2096401252830343,0.0,-0.07463799259776013
35,2024,Artist_3,Universal,ASCAP,2076537,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2096401252830343,0.0,-0.07463799259776013
35,2024,Artist_3,Universal,SACM,2076537,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2096401252830343,0.0,-0.07463799259776013
35,2024,Artist_3,Sony,BMI,2346469,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.1299914232204867,0.0,0.09517778165400037
35,2024,Artist_3,Sony,SACM,2346469,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.1299914232204867,0.0,0.09517778165400037
35,2024,Artist_3,Universal,ASCAP,2346469,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.1299914232204867,0.0,0.09517778165400037
35,2024,Artist_3,Universal,SACM,2346469,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.1299914232204867,0.0,0.09517778165400037
35,2024,Artist_3,Sony,BMI,2835754,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.2085196949118015,0.0,0.13444191749965775
35,2024,Artist_3,Sony,SACM,2835754,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.2085196949118015,0.0,0.13444191749965775
35,2024,Artist_3,Universal,ASCAP,2835754,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.2085196949118015,0.0,0.13444191749965775
35,2024,Artist_3,Universal,SACM,2835754,0.0,2270709.6666666665,0.1006069001458567,4332431.5,0.2085196949118015,0.0,0.13444191749965775
35,2024,Artist_3,Sony,BMI,2161785,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2376683591030815,0.0,-0.08865210950778374
35,2024,Artist_3,Sony,SACM,2161785,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2376683591030815,0.0,-0.08865210950778374
35,2024,Artist_3,Universal,ASCAP,2161785,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2376683591030815,0.0,-0.08865210950778374
35,2024,Artist_3,Universal,SACM,2161785,0.0,2270709.6666666665,0.1006069001458567,4332431.5,-0.2376683591030815,0.0,-0.08865210950778374
36,2024,Artist_3,Sony,BMI,2100561,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0283210402514588,0.0,0.01156437041994656
36,2024,Artist_3,Sony,SACM,2100561,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0283210402514588,0.0,0.01156437041994656
36,2024,Artist_3,Universal,ASCAP,2100561,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0283210402514588,0.0,0.01156437041994656
36,2024,Artist_3,Universal,SACM,2100561,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0283210402514588,0.0,0.01156437041994656
36,2024,Artist_3,Sony,BMI,2174615,0.0,3381571.5,0.0857496351522532,5886995.75,0.03525439156492,0.0,0.04335208632813596
36,2024,Artist_3,Sony,SACM,2174615,0.0,3381571.5,0.0857496351522532,5886995.75,0.03525439156492,0.0,0.04335208632813596
36,2024,Artist_3,Universal,ASCAP,2174615,0.0,3381571.5,0.0857496351522532,5886995.75,0.03525439156492,0.0,0.04335208632813596
36,2024,Artist_3,Universal,SACM,2174615,0.0,3381571.5,0.0857496351522532,5886995.75,0.03525439156492,0.0,0.04335208632813596
36,2024,Artist_3,Sony,BMI,2847531,0.0,3381571.5,0.0857496351522532,5886995.75,0.3094414413585853,0.0,0.1804456112249686
36,2024,Artist_3,Sony,SACM,2847531,0.0,3381571.5,0.0857496351522532,5886995.75,0.3094414413585853,0.0,0.1804456112249686
36,2024,Artist_3,Universal,ASCAP,2847531,0.0,3381571.5,0.0857496351522532,5886995.75,0.3094414413585853,0.0,0.1804456112249686
36,2024,Artist_3,Universal,SACM,2847531,0.0,3381571.5,0.0857496351522532,5886995.75,0.3094414413585853,0.0,0.1804456112249686
36,2024,Artist_3,Sony,BMI,2671696,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0617499862161289,0.0,-0.00515010256238849
36,2024,Artist_3,Sony,SACM,2671696,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0617499862161289,0.0,-0.00515010256238849
36,2024,Artist_3,Universal,ASCAP,2671696,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0617499862161289,0.0,-0.00515010256238849
36,2024,Artist_3,Universal,SACM,2671696,0.0,3381571.5,0.0857496351522532,5886995.75,-0.0617499862161289,0.0,-0.00515010256238849
36,2024,Artist_3,Sony,BMI,2376078,0.0,3381571.5,0.0857496351522532,5886995.75,-0.1106480677442343,0.0,-0.02959914332644119
36,2024,Artist_3,Sony,SACM,2376078,0.0,3381571.5,0.0857496351522532,5886995.75,-0.1106480677442343,0.0,-0.02959914332644119
36,2024,Artist_3,Universal,ASCAP,2376078,0.0,3381571.5,0.0857496351522532,5886995.75,-0.1106480677442343,0.0,-0.02959914332644119
36,2024,Artist_3,Universal,SACM,2376078,0.0,3381571.5,0.0857496351522532,5886995.75,-0.1106480677442343,0.0,-0.02959914332644119
37,2024,Artist_3,Sony,BMI,2786165,0.0,2600928.0,0.068950509638059,6280873.666666667,0.1725898728913781,0.0,0.10698008933710675
37,2024,Artist_3,Sony,SACM,2786165,0.0,2600928.0,0.068950509638059,6280873.666666667,0.1725898728913781,0.0,0.10698008933710675
37,2024,Artist_3,Universal,ASCAP,2786165,0.0,2600928.0,0.068950509638059,6280873.666666667,0.1725898728913781,0.0,0.10698008933710675
37,2024,Artist_3,Universal,SACM,2786165,0.0,2600928.0,0.068950509638059,6280873.666666667,0.1725898728913781,0.0,0.10698008933710675
37,2024,Artist_3,Sony,BMI,2058112,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.261310080343411,0.0,-0.10996988728028781
37,2024,Artist_3,Sony,SACM,2058112,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.261310080343411,0.0,-0.10996988728028781
37,2024,Artist_3,Universal,ASCAP,2058112,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.261310080343411,0.0,-0.10996988728028781
37,2024,Artist_3,Universal,SACM,2058112,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.261310080343411,0.0,-0.10996988728028781
37,2024,Artist_3,Sony,BMI,2567702,0.0,2600928.0,0.068950509638059,6280873.666666667,0.247600713663785,0.0,0.1444855097233102
37,2024,Artist_3,Sony,SACM,2567702,0.0,2600928.0,0.068950509638059,6280873.666666667,0.247600713663785,0.0,0.1444855097233102
37,2024,Artist_3,Universal,ASCAP,2567702,0.0,2600928.0,0.068950509638059,6280873.666666667,0.247600713663785,0.0,0.1444855097233102
37,2024,Artist_3,Universal,SACM,2567702,0.0,2600928.0,0.068950509638059,6280873.666666667,0.247600713663785,0.0,0.1444855097233102
37,2024,Artist_3,Sony,BMI,2404326,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.0636273212389911,0.0,-0.011128507728077854
37,2024,Artist_3,Sony,SACM,2404326,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.0636273212389911,0.0,-0.011128507728077854
37,2024,Artist_3,Universal,ASCAP,2404326,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.0636273212389911,0.0,-0.011128507728077854
37,2024,Artist_3,Universal,SACM,2404326,0.0,2600928.0,0.068950509638059,6280873.666666667,-0.0636273212389911,0.0,-0.011128507728077854
37,2024,Artist_3,Sony,BMI,2467729,0.0,2600928.0,0.068950509638059,6280873.666666667,0.0263703840494175,0.0,0.03387034491612645
37,2024,Artist_3,Sony,SACM,2467729,0.0,2600928.0,0.068950509638059,6280873.666666667,0.0263703840494175,0.0,0.03387034491612645
37,2024,Artist_3,Universal,ASCAP,2467729,0.0,2600928.0,0.068950509638059,6280873.666666667,0.0263703840494175,0.0,0.03387034491612645
37,2024,Artist_3,Universal,SACM,2467729,0.0,2600928.0,0.068950509638059,6280873.666666667,0.0263703840494175,0.0,0.03387034491612645
38,2024,Artist_3,Sony,BMI,1980433,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.197467388031668,0.0,-0.07113999185896488
38,2024,Artist_3,Sony,SACM,1980433,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.197467388031668,0.0,-0.07113999185896488
38,2024,Artist_3,Universal,ASCAP,1980433,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.197467388031668,0.0,-0.07113999185896488
38,2024,Artist_3,Universal,SACM,1980433,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.197467388031668,0.0,-0.07113999185896488
38,2024,Artist_3,Sony,BMI,2030309,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.0251843914941833,0.0,0.04018589790396076
38,2024,Artist_3,Sony,SACM,2030309,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.0251843914941833,0.0,0.04018589790396076
38,2024,Artist_3,Universal,ASCAP,2030309,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.0251843914941833,0.0,0.04018589790396076
38,2024,Artist_3,Universal,SACM,2030309,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.0251843914941833,0.0,0.04018589790396076
38,2024,Artist_3,Sony,BMI,2438253,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.2009270510055365,0.0,0.12805722765963737
38,2024,Artist_3,Sony,SACM,2438253,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.2009270510055365,0.0,0.12805722765963737
38,2024,Artist_3,Universal,ASCAP,2438253,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.2009270510055365,0.0,0.12805722765963737
38,2024,Artist_3,Universal,SACM,2438253,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,0.2009270510055365,0.0,0.12805722765963737
38,2024,Artist_3,Sony,BMI,2140864,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.1219680648398669,0.0,-0.033390330263064344
38,2024,Artist_3,Sony,SACM,2140864,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.1219680648398669,0.0,-0.033390330263064344
38,2024,Artist_3,Universal,ASCAP,2140864,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.1219680648398669,0.0,-0.033390330263064344
38,2024,Artist_3,Universal,SACM,2140864,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.1219680648398669,0.0,-0.033390330263064344
38,2024,Artist_3,Sony,BMI,2104105,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.0171701705479656,0.0,0.01900861688288631
38,2024,Artist_3,Sony,SACM,2104105,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.0171701705479656,0.0,0.01900861688288631
38,2024,Artist_3,Universal,ASCAP,2104105,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.0171701705479656,0.0,0.01900861688288631
38,2024,Artist_3,Universal,SACM,2104105,0.0,3148343.833333333,0.0919790071895637,6359957.166666666,-0.0171701705479656,0.0,0.01900861688288631
39,2024,Artist_3,Sony,BMI,2411201,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.1459508912340401,0.0,0.10022267388020245
39,2024,Artist_3,Sony,SACM,2411201,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.1459508912340401,0.0,0.10022267388020245
39,2024,Artist_3,Universal,ASCAP,2411201,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.1459508912340401,0.0,0.10022267388020245
39,2024,Artist_3,Universal,SACM,2411201,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.1459508912340401,0.0,0.10022267388020245
39,2024,Artist_3,Sony,BMI,2521925,36.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.045920684339464,0.0,0.0502075704329144
39,2024,Artist_3,Sony,SACM,2521925,36.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.045920684339464,0.0,0.0502075704329144
39,2024,Artist_3,Universal,ASCAP,2521925,36.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.045920684339464,0.0,0.0502075704329144
39,2024,Artist_3,Universal,SACM,2521925,36.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.045920684339464,0.0,0.0502075704329144
39,2024,Artist_3,Sony,BMI,2689240,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.0663441617018745,0.0,0.06041930911411965
39,2024,Artist_3,Sony,SACM,2689240,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.0663441617018745,0.0,0.06041930911411965
39,2024,Artist_3,Universal,ASCAP,2689240,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.0663441617018745,0.0,0.06041930911411965
39,2024,Artist_3,Universal,SACM,2689240,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,0.0663441617018745,0.0,0.06041930911411965
39,2024,Artist_3,Sony,BMI,2413357,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.102587719950618,0.0,-0.0240466317121266
39,2024,Artist_3,Sony,SACM,2413357,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.102587719950618,0.0,-0.0240466317121266
39,2024,Artist_3,Universal,ASCAP,2413357,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.102587719950618,0.0,-0.0240466317121266
39,2024,Artist_3,Universal,SACM,2413357,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.102587719950618,0.0,-0.0240466317121266
39,2024,Artist_3,Sony,BMI,2364190,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.020372866509182,0.0,0.0170607950085914
39,2024,Artist_3,Sony,SACM,2364190,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.020372866509182,0.0,0.0170607950085914
39,2024,Artist_3,Universal,ASCAP,2364190,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.020372866509182,0.0,0.0170607950085914
39,2024,Artist_3,Universal,SACM,2364190,0.0,1727194.5714285714,0.090824094210608,7540303.428571427,-0.020372866509182,0.0,0.0170607950085914
40,2024,Artist_3,Sony,BMI,2246786,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.0496592913429123,0.0,0.00154846521409863
40,2024,Artist_3,Sony,SACM,2246786,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.0496592913429123,0.0,0.00154846521409863
40,2024,Artist_3,Universal,ASCAP,2246786,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.0496592913429123,0.0,0.00154846521409863
40,2024,Artist_3,Universal,SACM,2246786,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.0496592913429123,0.0,0.00154846521409863
40,2024,Artist_3,Sony,BMI,2266075,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.0085851523019993,0.0,0.030670687036554428
40,2024,Artist_3,Sony,SACM,2266075,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.0085851523019993,0.0,0.030670687036554428
40,2024,Artist_3,Universal,ASCAP,2266075,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.0085851523019993,0.0,0.030670687036554428
40,2024,Artist_3,Universal,SACM,2266075,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.0085851523019993,0.0,0.030670687036554428
40,2024,Artist_3,Sony,BMI,2724832,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.2024456383835486,0.0,0.1276009300773291
40,2024,Artist_3,Sony,SACM,2724832,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.2024456383835486,0.0,0.1276009300773291
40,2024,Artist_3,Universal,ASCAP,2724832,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.2024456383835486,0.0,0.1276009300773291
40,2024,Artist_3,Universal,SACM,2724832,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.2024456383835486,0.0,0.1276009300773291
40,2024,Artist_3,Sony,BMI,1784897,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.344951541966624,0.0,-0.1460976600977572
40,2024,Artist_3,Sony,SACM,1784897,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.344951541966624,0.0,-0.1460976600977572
40,2024,Artist_3,Universal,ASCAP,1784897,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.344951541966624,0.0,-0.1460976600977572
40,2024,Artist_3,Universal,SACM,1784897,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,-0.344951541966624,0.0,-0.1460976600977572
40,2024,Artist_3,Sony,BMI,2466992,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.3821481015431142,0.0,0.21745216165711187
40,2024,Artist_3,Sony,SACM,2466992,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.3821481015431142,0.0,0.21745216165711187
40,2024,Artist_3,Universal,ASCAP,2466992,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.3821481015431142,0.0,0.21745216165711187
40,2024,Artist_3,Universal,SACM,2466992,0.0,1959192.636363636,0.0879270362851826,5348199.818181817,0.3821481015431142,0.0,0.21745216165711187
41,2024,Artist_3,Sony,BMI,2441276,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0104240305602936,0.0,0.01126092386186142
41,2024,Artist_3,Sony,SACM,2441276,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0104240305602936,0.0,0.01126092386186142
41,2024,Artist_3,Universal,ASCAP,2441276,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0104240305602936,0.0,0.01126092386186142
41,2024,Artist_3,Universal,SACM,2441276,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0104240305602936,0.0,0.01126092386186142
41,2024,Artist_3,Sony,BMI,2272890,0.0,2919014.0,0.0549097971400274,4894590.0,-0.068974585421722,0.0,-0.018014353568852778
41,2024,Artist_3,Sony,SACM,2272890,0.0,2919014.0,0.0549097971400274,4894590.0,-0.068974585421722,0.0,-0.018014353568852778
41,2024,Artist_3,Universal,ASCAP,2272890,0.0,2919014.0,0.0549097971400274,4894590.0,-0.068974585421722,0.0,-0.018014353568852778
41,2024,Artist_3,Universal,SACM,2272890,0.0,2919014.0,0.0549097971400274,4894590.0,-0.068974585421722,0.0,-0.018014353568852778
41,2024,Artist_3,Sony,BMI,2133593,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0612862919014998,0.0,-0.014170206808741679
41,2024,Artist_3,Sony,SACM,2133593,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0612862919014998,0.0,-0.014170206808741679
41,2024,Artist_3,Universal,ASCAP,2133593,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0612862919014998,0.0,-0.014170206808741679
41,2024,Artist_3,Universal,SACM,2133593,0.0,2919014.0,0.0549097971400274,4894590.0,-0.0612862919014998,0.0,-0.014170206808741679
